Price,Size,Zip_Code,Type_Property,Status_Property,Status_Rent,City
581910,43867,SW8 1BG,Apartment,New,Rented,Natal
430000,43895,SE14 6FE,Apartment,New,Rented,Natal
708100,43875,SE1 7GY,Apartment,New,Rented,Natal
1075200,43875,SE1 7GY,Apartment,New,Rented,Natal
550000,43902,SW17 7FD,Apartment,New,Rented,Natal
400000,43903,SE14 6FE,Apartment,New,Rented,Natal
341987,43894,E16 2UB,Apartment,New,Rented,Natal
337237,43896,E16 2UB,Apartment,New,Rented,Natal
617500,43906,SE8 3GZ,Apartment,New,Rented,Natal
1250000,43889,SE26 6AB,Penthouse Apartment,New,Empty,Natal
823800,43893,SE1 7GY,Apartment,New,Rented,Natal
916000,43899,SE1 7GY,Apartment,New,Rented,Natal
378560,43896,E16 2UB,Apartment,New,Rented,Natal
600000,43875,SW8 1BG,Apartment,New,Rented,Natal
698400,43865,SW8 1BG,Apartment,New,Rented,Natal
1395000,43902,SE13 5FZ,Penthouse Apartment,New,Empty,Natal
860000,43875,SW8 1BG,Apartment,New,Rented,Natal
985000,43875,SW8 1BG,Apartment,New,Rented,Natal
475000,43902,SE7 7GA,Apartment,New,Rented,Natal
513000,43881,SW17 7FD,Apartment,New,Rented,Natal
633600,43875,SW8 1BG,Apartment,New,Rented,Natal
1135000,43906,SW8 1BN,Apartment,New,Rented,Natal
600000,43833,SE10 0YL,Apartment,New,Rented,Natal
875000,43878,SW8 1BG,Apartment,New,Rented,Natal
810000,43908,SW8 1BN,Apartment,New,Rented,Natal
415000,43853,SW4 9PU,Apartment,New,Rented,Natal
560000,43875,SW8 1BG,Apartment,New,Rented,Natal
543200,43882,SW8 1BG,Apartment,New,Rented,Natal
354050,43907,E16 2XJ,Apartment,New,Rented,Natal
385500,43777,RM7 7JS,House without Backyard,Old,Empty,Canoas
378000,43777,N8 7PG,Apartment,Old,Rented,Natal
1200000,43776,DA1 4GA,Other,Old,Rented,Ipatinga
6922730,43542,SE18 6JA,Other,New,Rented,Natal
485000,43613,RM7 8HH,Penthouse Apartment,Old,Empty,Canoas
210000,43696,DA7 4SS,Penthouse Apartment,Old,Empty,Uberaba
2600000,43762,SE1 9GD,Apartment,Old,Rented,Natal
325220,43818,SW8 5BA,Other,Old,Rented,Natal
510000,43700,E5 9BU,Apartment,New,Rented,Natal
691000,43819,E3 2YZ,Apartment,New,Rented,Natal
1120650,43808,SW11 7AY,Apartment,New,Rented,Natal
290000,43819,TW14 8BN,Other,Old,Empty,Ipatinga
620000,43699,SE10 0YN,Apartment,New,Rented,Natal
424000,43739,TW3 4BX,Other,Old,Empty,Belo Horizonte
460000,43609,N8 7PG,Apartment,Old,Rented,Natal
2337000,43560,SW12 0NE,Other,Old,Empty,Natal
2337000,43560,SW12 0NE,Other,Old,Empty,Natal
1190000,43994,TW9 2TF,House without Backyard,Old,Empty,Osasco
1580000,44028,TW9 2DN,House without Backyard,Old,Empty,Osasco
552000,44015,CR2 7SJ,House without Backyard,Old,Empty,Ipatinga
565000,44015,CR2 7PB,House without Backyard,Old,Empty,Ipatinga
419500,44018,SM4 4NS,House without Backyard,Old,Empty,Santos
635000,44015,SW20 8BL,Penthouse Apartment,Old,Empty,Natal
2800000,44027,SW14 7AP,House With Backyard,Old,Empty,Natal
390000,44036,CR7 8NN,Penthouse Apartment,Old,Empty,Palmas
1310000,44036,SW14 8NQ,Penthouse Apartment,Old,Empty,Natal
425000,44043,CR0 6TT,Penthouse Apartment,Old,Empty,Fortaleza
666000,44022,KT3 5LZ,House With Backyard,Old,Empty,Barueri
600000,43609,N3 1RJ,Apartment,Old,Rented,Natal
707750,43804,N1C 4BX,Apartment,New,Rented,Natal
1000,43818,BR2 7LB,Other,Old,Empty,Belo Horizonte
1000000,43711,HA9 0JA,Other,Old,Rented,Rio de Janeiro
378000,43693,W10 6UX,Apartment,Old,Rented,Natal
824999,43770,SW12 9LH,Apartment,Old,Rented,Natal
138888,43689,N6 5LN,Other,Old,Rented,Natal
138888,43689,N6 5LN,Other,Old,Rented,Natal
138888,43689,N6 5LN,Other,Old,Rented,Natal
138888,43689,N6 5LN,Other,Old,Rented,Natal
138888,43689,N6 5LN,Other,Old,Rented,Natal
138888,43689,N6 5LN,Other,Old,Rented,Natal
400000,43692,E17 8EG,Penthouse Apartment,Old,Empty,Natal
370000,43640,SW19 2AU,Apartment,Old,Rented,Natal
319500,43735,SE22 8QZ,Apartment,Old,Rented,Natal
375000,43721,KT2 5EN,Apartment,Old,Rented,Rio de Janeiro
600000,43553,W4 5RH,Apartment,Old,Rented,Natal
125000,43735,E5 8HT,Apartment,Old,Rented,Natal
500000,43696,E3 2JZ,Apartment,Old,Rented,Natal
136250,43811,E1 8ZD,Apartment,Old,Rented,Natal
177150,43776,EC2A 4NQ,Other,Old,Rented,Natal
350000,44018,SE8 3BP,Apartment,Old,Rented,Natal
1085000,44036,SW15 2JX,Apartment,Old,Rented,Natal
375000,44042,TW10 5LX,Apartment,Old,Rented,Osasco
430000,44028,SE8 5DP,Apartment,Old,Rented,Natal
430000,44014,SE5 0XJ,Apartment,Old,Rented,Natal
680000,44026,SW18 2RL,Apartment,Old,Rented,Natal
246000,44001,SE9 2BB,Apartment,Old,Rented,Natal
600000,44008,SW8 3JT,Apartment,Old,Rented,Natal
500000,44043,SE1 7RD,Apartment,Old,Rented,Natal
535000,44005,SW2 2QP,Apartment,Old,Rented,Natal
360000,44036,BR1 5EY,Penthouse Apartment,Old,Empty,Belo Horizonte
517000,44001,SE26 4ST,Apartment,Old,Rented,Natal
571000,44015,SE24 9AG,Apartment,Old,Rented,Natal
550000,44012,TW1 3BE,Apartment,Old,Rented,Belo Horizonte
450000,44029,TW1 1NN,Apartment,Old,Rented,Belo Horizonte
525000,43833,SW16 6SY,House without Backyard,Old,Rented,Natal
1775000,44043,SW18 1TY,Apartment,Old,Rented,Natal
852500,43994,SW15 1BA,Apartment,Old,Rented,Natal
800000,43994,SW17 7HA,Apartment,Old,Rented,Natal
560000,44036,SW16 2XR,Apartment,Old,Rented,Natal
337000,44029,SE23 3LZ,Apartment,Old,Rented,Natal
462000,44021,SE15 4UA,Apartment,Old,Rented,Natal
270000,44015,SE1 5AA,Apartment,Old,Rented,Natal
435000,44012,SE18 6PP,Apartment,Old,Rented,Natal
150000,44032,SE18 6PJ,Apartment,Old,Rented,Natal
435000,43969,SW19 6LW,Apartment,Old,Rented,Natal
475000,44046,SW16 6DT,Apartment,Old,Rented,Natal
780000,43991,SW15 2JJ,Apartment,Old,Rented,Natal
301350,44029,SE18 7DD,Apartment,Old,Rented,Natal
385000,44015,SW8 3LX,Apartment,Old,Rented,Natal
290000,44008,SE1 5XU,Apartment,Old,Rented,Natal
330550,43957,SW8 3BG,Apartment,Old,Rented,Natal
600000,43914,SE10 0UB,Apartment,New,Rented,Natal
676000,43847,SE9 2AY,House without Backyard,New,Empty,Natal
530000,43901,SE14 6BT,Apartment,New,Rented,Natal
720000,43887,SE9 2AY,House without Backyard,New,Empty,Natal
1164000,43894,SE1 7GY,Apartment,New,Rented,Natal
600000,43889,SE10 0YN,Apartment,New,Rented,Natal
1027200,43895,SE1 7GY,Apartment,New,Rented,Natal
772800,43879,E16 1YY,Apartment,New,Rented,Natal
769950,43887,SE9 2AY,House without Backyard,New,Empty,Natal
481000,43896,E16 2XJ,Apartment,New,Rented,Natal
1200500,43889,SW11 7AY,Apartment,New,Rented,Natal
990000,43882,SW8 1BG,Apartment,New,Rented,Natal
2700000,43889,SE1 7AF,Apartment,New,Rented,Natal
405650,43853,SE5 0AY,Apartment,New,Rented,Natal
600000,43861,SE10 0YL,Apartment,New,Rented,Natal
607500,43907,SE8 3GZ,Apartment,New,Rented,Natal
565000,43889,SE5 0AY,Apartment,New,Rented,Natal
400320,43906,SE8 3GZ,Apartment,New,Rented,Natal
1170000,43902,SE1 7GY,Apartment,New,Rented,Natal
529050,43903,E16 2UB,Apartment,New,Rented,Natal
714100,43917,SE1 7GY,Apartment,New,Rented,Natal
576000,43907,SE8 3GZ,Apartment,New,Rented,Natal
400000,43917,SE5 0AY,Apartment,New,Rented,Natal
730000,43903,SE1 7GY,Apartment,New,Rented,Natal
1538000,43889,SW11 7AY,Apartment,New,Rented,Natal
516480,43907,SE8 3GZ,Apartment,New,Rented,Natal
4067750,43903,SE1 7AF,Apartment,New,Rented,Natal
590000,43910,SE8 3GZ,Apartment,New,Rented,Natal
341988,43915,E16 2UB,Apartment,New,Rented,Natal
414540,43907,SE8 3JZ,Apartment,New,Rented,Natal
829450,43894,SW8 1BN,Apartment,New,Rented,Natal
7482000,43721,W1C 2PJ,Other,Old,Rented,Natal
137500,43503,N1 5TQ,Apartment,Old,Rented,Natal
310000,43623,RM10 8XH,House without Backyard,Old,Empty,Belo Horizonte
235000,43637,SE25 6UH,Other,Old,Empty,Natal
37000000,43823,EC4A 2BH,Other,Old,Rented,Natal
252000000,43553,SE1 7NJ,Other,Old,Empty,Natal
285000,43630,N1 5TQ,Apartment,Old,Rented,Natal
390000,43672,E5 9BU,Apartment,Old,Rented,Natal
640000,44008,SM4 6EN,House With Backyard,Old,Empty,Santos
460000,44011,CR2 6DG,Penthouse Apartment,Old,Empty,Ipatinga
727500,44042,KT6 7UJ,House without Backyard,Old,Empty,Rio de Janeiro
529500,44011,CR2 0BH,House With Backyard,Old,Empty,Ipatinga
720000,44022,CR5 2LA,House With Backyard,Old,Empty,Linhares
405000,43987,CR7 6EE,Penthouse Apartment,Old,Empty,Palmas
412000,44007,CR0 6RW,House without Backyard,Old,Empty,Fortaleza
330000,44028,CR4 4LG,Penthouse Apartment,Old,Empty,Rio de Janeiro
650000,43992,KT4 8UE,House without Backyard,Old,Empty,Ipatinga
525000,44025,SM6 9LP,House without Backyard,Old,Empty,Ipatinga
625000,44032,KT6 7PY,House without Backyard,Old,Empty,Rio de Janeiro
373100,44001,CR2 6PG,Penthouse Apartment,Old,Empty,Ipatinga
950000,44033,SW19 7LH,Penthouse Apartment,Old,Empty,Natal
635000,44041,KT3 5BD,Penthouse Apartment,Old,Empty,Barueri
887000,44015,KT2 6LN,House without Backyard,Old,Empty,Rio de Janeiro
379000,44033,CR2 6HL,Penthouse Apartment,Old,Empty,Ipatinga
500000,44029,SW9 0LS,Apartment,Old,Rented,Natal
412000,44008,SE26 6HA,Apartment,Old,Rented,Natal
725000,44036,SE1 3ES,Apartment,Old,Rented,Natal
331500,44011,SW11 6RF,Apartment,Old,Rented,Natal
350000,44041,SW8 3PZ,Apartment,Old,Rented,Natal
465000,44012,SW11 5TT,Apartment,Old,Rented,Natal
490000,44032,SW11 3RF,Apartment,Old,Rented,Natal
380000,44007,SW11 4QR,Apartment,Old,Rented,Natal
230000,44032,SE28 0NL,Apartment,Old,Rented,Natal
267000,43944,SE18 7JD,Apartment,Old,Rented,Natal
435000,43972,SW11 3RY,Apartment,Old,Rented,Natal
750000,44018,SW11 5RZ,Apartment,Old,Rented,Natal
419000,43935,SW2 3BJ,Apartment,Old,Rented,Natal
670000,43994,SE1 0BQ,Apartment,Old,Rented,Natal
870000,44022,SE1 0BQ,Apartment,Old,Rented,Natal
799000,43927,SE1 3TN,Apartment,Old,Rented,Natal
320000,44032,SE15 2HL,Apartment,Old,Rented,Natal
765000,44032,SW15 2DG,Apartment,Old,Rented,Natal
615000,43998,SE1 7RW,Apartment,Old,Rented,Natal
302500,44029,SW16 2JX,Apartment,Old,Rented,Natal
350000,44001,SE12 8RH,Apartment,Old,Rented,Natal
460000,43971,SW18 4SX,Apartment,Old,Rented,Natal
700000,43999,SW11 4DF,Apartment,Old,Rented,Natal
350000,43909,SW2 1PG,Apartment,Old,Rented,Natal
625000,43937,SW18 2LR,Apartment,Old,Rented,Natal
499950,44007,SE22 9JW,Apartment,Old,Rented,Natal
742500,44043,SE15 4PE,Penthouse Apartment,Old,Empty,Natal
375000,43987,SW18 1AU,Apartment,Old,Rented,Natal
314288,43963,SW18 2QE,Apartment,Old,Rented,Natal
561000,44013,SE3 0NY,Apartment,Old,Rented,Natal
430000,44027,TW1 1BZ,Apartment,Old,Rented,Belo Horizonte
555000,44018,TW9 4EU,Apartment,Old,Rented,Osasco
565000,43887,E15 2EX,Apartment,New,Rented,Natal
467875,43910,E16 2XJ,Apartment,New,Rented,Natal
576000,43833,SW18 1XY,Apartment,New,Rented,Natal
1036800,43889,SE1 7GY,Apartment,New,Rented,Natal
1550000,43889,SW8 1BN,Apartment,New,Rented,Natal
200000,43920,SW8 4EU,Apartment,New,Rented,Natal
840000,43901,SW8 1BN,Apartment,New,Rented,Natal
395000,43903,SE5 0AY,Apartment,New,Rented,Natal
761950,43922,SW8 1BN,Apartment,New,Rented,Natal
502162,43906,E16 2UB,Apartment,New,Rented,Natal
600000,43909,E15 2EX,Apartment,New,Rented,Natal
1185000,43921,SW11 7AY,Apartment,New,Rented,Natal
508012,43923,E16 2UB,Apartment,New,Rented,Natal
499000,43922,E16 2XJ,Apartment,New,Rented,Natal
532800,43903,SE8 3GZ,Apartment,New,Rented,Natal
376210,43914,E16 2UB,Apartment,New,Rented,Natal
544000,43852,E16 2SU,Apartment,New,Rented,Natal
355000,44015,TW1 2LJ,Apartment,Old,Rented,Belo Horizonte
508800,43902,SE8 3GZ,Apartment,New,Rented,Natal
605000,43909,SE8 3GZ,Apartment,New,Rented,Natal
400000,43906,E16 2XJ,Apartment,New,Rented,Natal
900000,43875,SW8 1BG,Apartment,New,Rented,Natal
896000,43879,SW8 1BG,Apartment,New,Rented,Natal
536000,43917,SE5 0AY,Apartment,New,Rented,Natal
570000,43885,SW18 1UX,Apartment,New,Rented,Natal
710000,43907,SW17 7FD,Apartment,New,Rented,Natal
525000,43930,IG11 9BS,Penthouse Apartment,Old,Empty,Belo Horizonte
364000,43920,E16 2XJ,Apartment,New,Rented,Natal
345000,44040,E7 0DS,Apartment,Old,Rented,Natal
674950,43900,SW18 1UT,Apartment,New,Rented,Natal
680000,44041,SE3 9HB,Apartment,Old,Rented,Natal
610000,43999,CR8 1HY,House without Backyard,Old,Empty,Ipatinga
1280000,44026,SM2 7DJ,House With Backyard,Old,Empty,Londrina
352000,44013,SM6 9RL,Penthouse Apartment,Old,Empty,Ipatinga
1995000,44026,SW20 0NS,House With Backyard,Old,Empty,Natal
1400000,44036,SW19 4JD,House without Backyard,Old,Empty,Natal
407000,44029,CR0 6LJ,Penthouse Apartment,Old,Empty,Fortaleza
441000,44008,CR0 6HN,House without Backyard,Old,Empty,Fortaleza
420000,44032,SM1 2QD,Penthouse Apartment,Old,Empty,Londrina
614000,44039,CR2 9AE,House without Backyard,Old,Empty,Ipatinga
530000,44047,SM6 7BA,House With Backyard,Old,Empty,Ipatinga
317500,43999,CR8 5JA,House without Backyard,Old,Empty,Ipatinga
440000,44019,SW16 4QQ,House without Backyard,Old,Empty,Natal
630000,44035,CR5 1DG,House without Backyard,Old,Empty,Linhares
835000,44013,CR8 5DZ,House With Backyard,Old,Empty,Ipatinga
475000,44042,CR0 9BD,House without Backyard,Old,Empty,Fortaleza
400000,44028,CR5 1QS,House without Backyard,Old,Empty,Linhares
1412500,44036,SW15 3QS,House With Backyard,Old,Empty,Natal
980000,44008,SM2 7DY,House With Backyard,Old,Empty,Londrina
1700000,44015,KT6 6JN,House With Backyard,Old,Empty,Rio de Janeiro
507500,44039,CR8 4AF,House without Backyard,Old,Empty,Ipatinga
390000,44026,CR4 4DE,Penthouse Apartment,Old,Empty,Rio de Janeiro
565000,44029,SM1 2PU,Penthouse Apartment,Old,Empty,Londrina
815000,44043,SM2 5RY,House With Backyard,Old,Empty,Londrina
188000,43895,SW18 5AE,Apartment,Old,Rented,Natal
270000,44029,SE26 6RB,Apartment,Old,Rented,Natal
340000,44008,SE5 8ED,Apartment,Old,Rented,Natal
323000,44013,SE23 2UL,Apartment,Old,Rented,Natal
475000,44040,SE17 3BW,Apartment,Old,Rented,Natal
765000,43907,SW2 4XJ,Apartment,Old,Rented,Natal
327500,44026,SW14 7JL,Apartment,Old,Rented,Natal
850000,43994,SW18 2DN,Apartment,Old,Rented,Natal
375000,44012,SE26 6XH,Apartment,Old,Rented,Natal
435000,44043,SE4 1UW,Apartment,Old,Rented,Natal
285000,43983,SE18 5AB,Apartment,Old,Rented,Natal
390000,44012,SE26 4AR,Apartment,Old,Rented,Natal
1700000,44022,SE3 7AS,Penthouse Apartment,Old,Empty,Natal
365000,44008,SE10 0JD,Apartment,Old,Rented,Natal
382000,44007,SE23 3DZ,Apartment,Old,Rented,Natal
2500000,44028,SE1 9DW,Apartment,Old,Rented,Natal
385000,44015,TW1 1RB,Apartment,Old,Rented,Belo Horizonte
650000,43951,SW12 9NE,Apartment,Old,Rented,Natal
1223450,44036,TW9 3PZ,Apartment,Old,Rented,Osasco
1732500,44027,SW15 6ED,House With Backyard,Old,Empty,Natal
434000,44021,SE6 4NQ,Apartment,Old,Rented,Natal
258000,44008,SE3 0PL,Apartment,Old,Rented,Natal
386000,44033,SE5 7BE,Apartment,Old,Rented,Natal
250000,44043,SW11 6SF,Apartment,Old,Rented,Natal
1001000,44022,SE10 9TB,Penthouse Apartment,Old,Empty,Natal
358500,44012,SW16 2UP,Apartment,Old,Rented,Natal
437500,44048,SE23 2PS,Apartment,Old,Rented,Natal
510000,43929,SE3 7TP,Apartment,Old,Rented,Natal
385000,44027,SE7 7RP,Apartment,Old,Rented,Natal
400000,44025,SW2 4QY,Apartment,Old,Rented,Natal
489000,43992,SW11 3SL,Apartment,Old,Rented,Natal
440000,44012,SE5 8UY,Apartment,Old,Rented,Natal
509995,43889,SW8 2FA,Apartment,New,Rented,Natal
730000,43915,SW4 8ER,House without Backyard,New,Empty,Natal
733160,43867,E16 2SU,Apartment,New,Rented,Natal
420000,43938,SE14 6FE,Apartment,New,Rented,Natal
563000,43873,SE10 0YW,Apartment,New,Rented,Natal
730000,43951,SE10 0YN,Apartment,New,Rented,Natal
659000,43930,SE3 9GL,Apartment,New,Rented,Natal
404900,43901,E16 2XJ,Apartment,New,Rented,Natal
574750,43882,SE3 9GL,Apartment,New,Rented,Natal
545000,43921,SE7 7GA,Apartment,New,Rented,Natal
350000,43921,SE7 7GA,Apartment,New,Rented,Natal
469000,43921,SE7 7GA,Apartment,New,Rented,Natal
485000,43921,SE7 7GA,Apartment,New,Rented,Natal
360000,43929,E16 2XJ,Apartment,New,Rented,Natal
529000,43924,SE14 6FE,Apartment,New,Rented,Natal
600000,43921,SE10 0YL,Apartment,New,Rented,Natal
407500,43936,SE14 6FE,Apartment,New,Rented,Natal
560000,43874,SE3 9GL,Apartment,New,Rented,Natal
335000,43879,E16 2SS,Apartment,New,Rented,Natal
405000,43921,E16 2XJ,Apartment,New,Rented,Natal
750000,43914,SE18 6EY,Apartment,New,Rented,Natal
599950,43880,SW18 1UX,Apartment,New,Rented,Natal
612000,43875,SE3 9GL,Apartment,New,Rented,Natal
550000,43896,SW8 2XT,Apartment,Old,Rented,Natal
365000,43950,SE7 7GA,Apartment,New,Rented,Natal
465000,43948,SE7 7GA,Apartment,New,Rented,Natal
355000,43943,E16 2XJ,Apartment,New,Rented,Natal
475000,43944,SE7 7GA,Apartment,New,Rented,Natal
362000,43944,SE7 7GA,Apartment,New,Rented,Natal
533450,43930,E16 2SU,Apartment,New,Rented,Natal
359000,43921,SE7 7GA,Apartment,New,Rented,Natal
500000,44036,SM5 3EZ,Penthouse Apartment,Old,Empty,Ipatinga
348000,43901,CR7 8QB,Penthouse Apartment,Old,Empty,Palmas
450000,44053,CR0 9BD,House without Backyard,Old,Empty,Fortaleza
392300,43987,SE25 5HG,Penthouse Apartment,Old,Empty,Natal
365000,44012,CR4 2HD,Penthouse Apartment,Old,Empty,Rio de Janeiro
425000,44029,KT4 8LD,Penthouse Apartment,Old,Empty,Ipatinga
6700000,44032,SW19 5EX,House With Backyard,Old,Empty,Natal
585000,44029,KT2 5RZ,Penthouse Apartment,Old,Empty,Rio de Janeiro
445000,44013,CR5 1SN,House without Backyard,Old,Empty,Linhares
416000,44004,SM5 2BJ,Penthouse Apartment,Old,Empty,Ipatinga
600000,44012,SE25 5DJ,Penthouse Apartment,Old,Empty,Natal
570000,44021,CR0 6DZ,House without Backyard,Old,Empty,Fortaleza
1650000,44046,SW13 0AE,Penthouse Apartment,Old,Empty,Natal
560000,44022,CR0 8DY,House without Backyard,Old,Empty,Fortaleza
430000,43998,CR4 4AL,Penthouse Apartment,Old,Empty,Rio de Janeiro
7000,43945,SM3 9DF,Other,Old,Empty,Londrina
400000,44022,CR8 4HF,House With Backyard,Old,Empty,Ipatinga
347000,43987,CR5 2SX,Penthouse Apartment,Old,Empty,Linhares
325000,44011,SE3 9QA,Penthouse Apartment,Old,Empty,Natal
300000,44025,SE18 2UJ,Penthouse Apartment,Old,Empty,Natal
350000,43840,BR1 3LG,Penthouse Apartment,Old,Empty,Belo Horizonte
153000,44012,DA15 9LQ,Other,Old,Empty,Ipatinga
1650000,44028,SW11 5QL,Other,Old,Empty,Natal
335000,44028,SW2 2RX,Apartment,Old,Rented,Natal
200150,44012,SE13 7HT,Apartment,Old,Rented,Natal
300000,44033,SE21 8PX,Apartment,Old,Rented,Natal
150000,44021,SE1 2NE,Other,Old,Rented,Natal
500000,44018,SW11 4NB,Other,Old,Rented,Natal
307000,43971,SE14 5QL,Apartment,Old,Rented,Natal
317500,44015,EN1 4HB,Other,Old,Empty,Salvador
470000,43945,UB3 4HP,House without Backyard,Old,Empty,Ipatinga
500,44012,N22 7AQ,Other,Old,Empty,Natal
800000,43977,N22 5NR,Other,Old,Empty,Natal
500000,44015,NW10 2QD,Other,Old,Empty,Natal
495000,44021,N22 8YW,Penthouse Apartment,Old,Empty,Natal
480000,44008,HA2 7SE,Other,Old,Empty,Rio de Janeiro
770000,44028,NW10 3DA,Penthouse Apartment,Old,Empty,Natal
216668,43927,TW3 3BN,Penthouse Apartment,Old,Empty,Belo Horizonte
625000,43999,UB3 2PS,House without Backyard,Old,Empty,Ipatinga
520000,44013,NW2 7PE,Penthouse Apartment,Old,Empty,Natal
540000,44015,HA3 7NN,House without Backyard,Old,Empty,Rio de Janeiro
480000,44008,HA8 5QP,House without Backyard,Old,Empty,Belo Horizonte
515000,43915,EN1 4BG,Penthouse Apartment,Old,Empty,Salvador
3600,44013,N3 2PT,Other,Old,Empty,Natal
743031,43867,HA3 5SB,Penthouse Apartment,Old,Empty,Rio de Janeiro
465000,44036,NW10 2DX,Penthouse Apartment,Old,Empty,Natal
665000,44015,HA3 8NB,House without Backyard,Old,Empty,Rio de Janeiro
280000,44015,UB4 8SA,Apartment,Old,Rented,Ipatinga
360000,44028,N12 8DH,Other,Old,Empty,Natal
560000,44022,N22 5QY,Penthouse Apartment,Old,Empty,Natal
60000,44006,N22 5AG,Other,Old,Empty,Natal
380000,44027,UB8 2QB,House without Backyard,Old,Empty,Belo Horizonte
24000,44001,HA9 7ET,Other,Old,Empty,Rio de Janeiro
575000,44039,NW2 5BL,Penthouse Apartment,Old,Empty,Natal
54652,44028,W5 5BU,Other,Old,Empty,Natal
1850000,44012,NW2 5QU,House without Backyard,Old,Empty,Natal
1400000,44033,NW6 6PY,Penthouse Apartment,Old,Empty,Natal
2625000,43992,N2 0AP,House With Backyard,Old,Empty,Natal
725000,44020,W4 1QQ,House without Backyard,Old,Empty,Natal
500000,44011,N17 0TU,Penthouse Apartment,Old,Empty,Natal
240000,44019,NW10 0DS,Apartment,Old,Rented,Natal
258000,44036,TW7 4PF,Apartment,Old,Rented,Brusque
408000,43997,N13 5DS,House without Backyard,Old,Empty,Natal
304000,43971,SE14 5QL,Apartment,Old,Rented,Natal
170000,44020,SE9 2BD,Apartment,Old,Rented,Natal
886500,44048,SW16 1BB,Penthouse Apartment,Old,Empty,Natal
50000,44012,,Other,Old,Rented,Natal
275000,44036,BR1 4QW,Penthouse Apartment,Old,Empty,Belo Horizonte
1200000,44011,SW8 2LZ,Apartment,Old,Rented,Natal
500000,44047,TW11 8DG,House without Backyard,Old,Empty,Belo Horizonte
405000,44041,SE24 0LT,Other,Old,Rented,Natal
3400,43950,SW18 5JW,Other,Old,Rented,Natal
220000,44040,SE6 2LD,Apartment,Old,Rented,Natal
410000,44013,SE28 0EZ,Other,Old,Rented,Natal
243000,44029,SE22 0PL,Apartment,Old,Rented,Natal
415000,44013,SW11 4QA,Apartment,Old,Rented,Natal
230000,44015,SE21 8JP,Apartment,Old,Rented,Natal
347000,43986,SE18 6XD,Apartment,Old,Rented,Natal
135000,43875,SE4 2AB,Other,Old,Empty,Natal
240000,44008,SE27 0QG,Apartment,Old,Rented,Natal
250000,44043,SE27 0QD,Apartment,Old,Rented,Natal
395000,44043,SE11 4JJ,Apartment,Old,Rented,Natal
205000,44014,SE28 0LZ,Apartment,Old,Rented,Natal
5000,43966,SW15 2SP,Other,Old,Rented,Natal
232500,44022,SE1 7RY,Other,Old,Rented,Natal
385333,43951,SW9 9PA,Apartment,Old,Rented,Natal
215000,44018,SE9 3QJ,Apartment,Old,Rented,Natal
70000,44018,SW15 3BB,Other,Old,Rented,Natal
360000,44027,SE1 7UT,Apartment,Old,Rented,Natal
858000,43980,SE1 2JX,Other,Old,Rented,Natal
315000,44046,SE16 6XG,Apartment,Old,Rented,Natal
700000,44005,SW12 9QR,Apartment,Old,Rented,Natal
39000000,43984,E15 1DA,Other,Old,Rented,Natal
270000,43969,E13 8DP,Apartment,Old,Rented,Natal
280000,44021,SW4 7BX,Apartment,Old,Rented,Natal
262000,44006,N6 5QP,Other,Old,Empty,Natal
5000,44011,N3 2JJ,Other,Old,Empty,Natal
450000,43984,TW4 5PN,House With Backyard,Old,Empty,Belo Horizonte
405000,44012,TW5 0AG,Penthouse Apartment,Old,Empty,Belo Horizonte
23584804,44020,N2 0BE,Other,Old,Empty,Natal
800000,43977,N8 0EX,House without Backyard,Old,Empty,Natal
505000,44029,N15 5NN,Other,Old,Empty,Natal
460000,43997,UB6 7AT,Penthouse Apartment,Old,Empty,Ipatinga
1266000,44029,UB10 8DL,House With Backyard,Old,Empty,Belo Horizonte
5000,44011,,Other,Old,Rented,Ipatinga
1195000,44014,TW11 9AR,House without Backyard,Old,Empty,Belo Horizonte
270000,44012,N18 2ED,Penthouse Apartment,Old,Empty,Natal
2000,44021,HA7 1ET,Other,Old,Empty,Santos
170000,44022,UB3 5LT,Apartment,Old,Rented,Ipatinga
3000,44021,HA7 1EU,Other,Old,Empty,Santos
39000,44021,HA7 1ET,Other,Old,Empty,Santos
50000,44021,HA7 1EU,Other,Old,Empty,Santos
980000,44033,N15 6UA,Penthouse Apartment,Old,Empty,Natal
30000,43997,N8 9SE,Other,Old,Empty,Natal
316000,43993,EN3 5JZ,Penthouse Apartment,Old,Empty,Salvador
150000,43915,N8 0NA,Other,Old,Empty,Natal
380000,44029,NW10 3NR,Other,Old,Rented,Natal
632500,44043,NW10 6EA,House without Backyard,Old,Empty,Natal
486000,44019,HA8 9TD,House without Backyard,Old,Empty,Belo Horizonte
400000,44011,N17 9DN,Penthouse Apartment,Old,Empty,Natal
480000,44046,SE22 9AH,Other,Old,Rented,Natal
875000,44043,SW16 6RX,Penthouse Apartment,Old,Empty,Natal
320000,44043,SW11 5HL,Apartment,Old,Rented,Natal
470000,43997,SE8 3FY,Apartment,Old,Rented,Natal
600000,44002,TW7 7HH,Other,Old,Empty,Brusque
18000,44004,SW11 5BA,Other,Old,Rented,Natal
160000,44011,RM10 8UE,Apartment,Old,Rented,Belo Horizonte
3980000,44014,SE13 6QZ,Other,Old,Empty,Natal
300000,44008,SW16 6AZ,Apartment,Old,Rented,Natal
32500,44043,SW15 6SS,Other,Old,Rented,Natal
225000,43971,SE14 5QL,Apartment,Old,Rented,Natal
310000,44012,SE9 5RJ,Penthouse Apartment,Old,Empty,Natal
